StratumID,ClassLabelID,StateClassID,Description
10500_22,B,Mid1:ALL,"Moderate to dense pole-sized trees, sometimes very dense (dog-hair) including aspen and lodgepole pine may be present."
10500_22,C,Late1:CLS,"Many mature lodgepole pine, somewhat patchy, variety of lodgepole size classes, open canopies overall but patches of denser trees. Aspen may also be present with similar size and variation. Increase in dead woody fuel, but still resistant to fire, and some fires will die out in absence of wind in the earlier stage of this class. As this class becomes a mature closed canopy lodgepole class with some open patches, fire spreads easily due to continuous fuel and organic material."
10510_15_16_17_22_23_24_25,A,Early1:ALL,Grass/forb/shrub/tree seedlings.
10510_15_16_17_22_23_24_25,B,Mid1:CLS,"Closed stand with trees, poles, saplings, grass , and scattered shrub, 75-100% Douglas-fir and/or white fir."
10510_15_16_17_22_23_24_25,C,Mid1:OPN,Open trees (poles and saplings) of Douglas-fir and occasional ponderosa pine with grass and scattered shrubs.
10510_15_16_17_22_23_24_25,D,Late1:OPN,Open large tree/grass and scattered shrubs; Douglas-fir with occasional ponderosa pine.
10510_15_16_17_22_23_24_25,E,Late1:CLS,"Closed large trees of Douglas-fir, white fir , and occasional lodgepole pine and  scattered shrubs."
10510_18_21,A,Early1:ALL,Grass/forb/shrub/tree seedlings.
10510_18_21,B,Mid1:CLS,"Closed stand with trees, poles, saplings, grass , and scattered shrub, 75-100% PIPO, PSME, white fir , and limber pine."
10510_18_21,C,Mid1:OPN,Open trees  (poles and saplings) of Douglas-fir (if present in the area) and occasional ponderosa pine with grass and scattered shrubs.
10510_18_21,D,Late1:OPN,Open large tree/grass and scattered shrubs; Douglas-fir with occasional ponderosa pine.
10510_18_21,E,Late1:CLS,"Closed large trees of Douglas-fir, white fir, limber pine , and occasional lodgepole pine, scattered shrubs."
10510_27,A,Early1:ALL,"Grass/forb/shrub/tree seedlings. Replacement fire was originally modeled as being frequent (MFRI of 25yrs), and mixed - severity fire was originally modeled with an MFRI of 100yrs. However, because that would increase the replacement fire overall MFRI and because the upper layer is trees, this was changed. Instead, mixed - severity fire was modeled to be interpreted as a combination of low a nd replacement (in grass) fire. POTR5 can also be in this class."
10510_27,B,Mid1:CLS,"Closed stand with trees, poles, saplings, grass , and scattered shrub, 75-100% Douglas-fir and/or white fir."
10510_27,C,Mid1:OPN,Open trees (poles and saplings) of Douglas-fir and occasional ponderosa pine with grass and scattered shrubs.
10510_27,D,Late1:OPN,Open large tree/grass and scattered shrubs; Douglas-fir with occasional ponderosa pine. The amount of this class was questioned by a reviewer for MZ27. Reviewer thought that mixed conifer might show a larger percentage in mid-development classes.
10510_27,E,Late1:CLS,"Closed large trees of Douglas-fir, white fir , and scattered shrubs."
10510_28,A,Early1:ALL,"Succession after a lethal fire will depend on what vegetation was on site before. In a general conifer - dominated scenario, some ponderosa are likely to survive. Fire will be an opportunity for new ponderosa establishment. On site , Gambel oak will resprout . White fir will also be regenerating. If aspen cover is 50-100% prior to disturbance, the stand would regenerate back to aspen."
10510_28,B,Mid1:CLS,"If aspen is dominant , the stand will achieve a mid-closed stage. Conifers such as white fir and Douglas-fir could be regenerating with it. Any surviving conifers such as ponderosa pine would be canopy dominants. If aspen , canopy cover is 50-100%.  Trees are 5-16 in DBH, 5-20m tall."
10510_28,C,Mid1:OPN,"Ponderosa is the canopy dominant with an understory dominated by white fir. Douglas-fir present , and some of its regeneration is entering the canopy. If aspen were present, the stand would have undergone some self - thinning that would have opened up the canopy. The conifers in the stand create a more flammable litter bed with their needles so that patchy surface fire could carry. Any fire would further open the stand by thinning aspen and fir. Eventually , the aspen stand would become very open , sharing the canopy with ponderosa pine and Douglas-fir.  Trees are 5-16 in DBH, 5-20m tall."
10510_28,D,Late1:OPN,"Ponderosa pine is the canopy dominant. Douglas-fir can also be a canopy dominant. Recurrent fire maintains white fir as an understory tree, but a rare white fir will join the other two species in the canopy. If aspen is present, its numbers are few. Low levels of suckering may keep it in the stand. Open aspen stands are not common in the warm/dry mixed conifer.  Trees are 16-30 in DBH , 20-30m tall."
10510_28,E,Late1:CLS,"Aspen stand is mature to over - mature with a heavy understory of conifers. Mainly white fir and some Douglas-fir.  Trees are 16-30 in DBH, 20-30m tall."
10510_29,A,Early1:ALL,Grass/forb/shrub/tree seedlings.
10510_29,B,Mid1:CLS,"Closed stand with trees, poles, saplings, grass , and scattered shrub; 75-100% Douglas-fir and/or white fir."
10510_29,C,Mid1:OPN,Open trees (poles and saplings) of Douglas-fir and occasional ponderosa pine with grass and scattered shrubs.
10510_29,D,Late1:OPN,Open large tree/grass and scattered shrubs; Douglas-fir with occasional ponderosa pine.
10510_29,E,Late1:CLS,"Closed large trees of Douglas-fir, white fir , and occasional lodgepole pine, scattered shrubs."
10510_6,A,Early1:ALL,"Grass/forb/shrub/tree seedlings. Replacement fire is frequent ( mean fire return interval [M FRI ]  , 25yrs). Mixed- severity fire (MFRI , 100yrs) does not cause an ecological setback. Vegetation succeed s to the mid- d evelopment closed condition in 35yrs. Canopy cover was originally input as 0-15%; however, due to new mapping rules/breakpoints, it was changed to 0-20%."
10510_6,B,Mid1:CLS,"Forest canopy closure is >35%. Closed stand with trees, poles, sapli ngs, grass, and scattered shrubs.  White fir and limber pine make up 75- 100% . If fire is absent for 70y rs, vegetation succeed s to closed late  development . Replacement fire (average MFRI , 150yrs) and infrequent weather-re lated stress (return interval , 50yrs) returns vegetation to more open canopy . Mixed- severity fire (MFRI , 45yrs) and insect/diseases cause a transition to an open mid-development forest every 100yrs on average . Competition (probability/yr  =  0.01) maintains the stand in its closed condition. Canopy cover was originally input as 35-99%; however, due to new mapping breakpoints, it was changed to 31-100%."
10510_6,C,Mid1:OPN,"Forest canopy closure is <35%. Open trees (poles, saplings) of Douglas-fir (if present in the area) and occasional ponderosa pine with grass and scattered shrubs . With surface fire (MFRI , 10yrs), mixed- severity fire (MFRI , 75yrs), weak adult tree competition, and insect/diseases (every 100yrs), primary succession is to the open late-development condition. Infrequent stand- replacing fire (MFRI , 400yrs) and infrequent weather-related stress (return interval ,  1 , 000yrs) cause transitions . The stand succeed s on an alternative path to a closed late-development condition after 68yrs without fire. Canopy cover was originally input as 0-35%; however, due to new mapping breakpoints, it was changed to 0-30%."
10510_6,D,Late1:OPN,"Forest canopy closure is <35%. Open , large tree s /grass and scattered shrubs . Douglas-fir with occasional ponderosa pine. Surface fire (MFRI , 10yrs) and mixed - severity fire (MFRI , 75yrs) maintain the stand in the open condition. This open condition, however, close s after 70yrs without fire. Adult tree competition (prob ability /yr  = 0.001) and insect/diseases ( mean return interval [MRI], 100yrs) also disturb this class, but do not affect the successional age. Replacement fire ( every 500yrs ) on average and weather-related stress ( return interval, 1 , 000yrs ) cause a transition . Canopy cover was originally input as 0-35%; however, due to new mapping breakpoints, it was changed to 0-30%."
10510_6,E,Late1:CLS,"Forest canopy closure is >35%. Closed , large trees of Douglas-fir, white fir, limber pine, and occasional lodgepole pine, and scattered shrubs. Replacement fire (MFRI , 150yrs) and infrequent weather/wind-related stress (MRI , 250yrs) cause a transition . Mixed- severity fire (MFRI , 45yrs) open s the structure of the stand whereas surface fire (MFRI , 50yrs) and competition, although present, do not cause transitions to other classes. Insect and/or disease s occur every 40yrs on average. Canopy cover was originally input as 35-99%; however, due to new mapping breakpoints, it was changed to 31-100%."
10520_12,A,Early1:ALL,Tree seedling-shrub-grass-forb.
10520_12,B,Mid1:CLS,"This class includes closed trees, sapling, large poles, grass , and scattered shrubs. Composition is 75-100% white fir, some lodgepole pine and spruces at higher elevations."
10520_12,C,Mid1:OPN,Open pole-sapling/grass and scattered shrubs ; maybe 90% white fir.
